District,PC Name,PC Code,Category,Question,Option,Legend
JAGATSINGHPUR,KADUAPADA,S1120405,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Open Storage with Dunnage,Yes
JAGATSINGHPUR,NAGAPUR SCS,S1120118,Floor,Type of floor available for unloading of Paddy?,Kutcha Floor,Kutcha Floor
JAGATSINGHPUR,NAGAPUR SCS,S1120118,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
JAGATSINGHPUR,NAGAPUR SCS,S1120118,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Shed without Dunnage,Yes
KENDRAPARA,NUAGAN,S1170101,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
JAGATSINGHPUR,JEERA,S1120710,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
JAGATSINGHPUR,ALAVAR SCS,S1120105,Floor,Type of floor available for unloading of Paddy?,Kutcha Floor,Kutcha Floor
JAGATSINGHPUR,ALAVAR SCS,S1120105,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
JAGATSINGHPUR,ALAVAR SCS,S1120105,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
JAGATSINGHPUR,ALAVAR SCS,S1120105,Source of Power,What is the source of power available at the center?,Not Available,Not Available
JAGATSINGHPUR,ALAVAR SCS,S1120105,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
JAGATSINGHPUR,ALAVAR SCS,S1120105,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
JAGATSINGHPUR,ALAVAR SCS,S1120105,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Open Storage with Dunnage,Yes
KENDRAPARA,KANTIPUR SCS,S1170109,Floor,Type of floor available for unloading of Paddy?,Kutcha Floor,Kutcha Floor
KENDRAPARA,KANTIPUR SCS,S1170109,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
KENDRAPARA,KANTIPUR SCS,S1170109,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
KENDRAPARA,KANTIPUR SCS,S1170109,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
KENDRAPARA,KANTIPUR SCS,S1170109,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
KENDRAPARA,KANTIPUR SCS,S1170109,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
KENDRAPARA,KANTIPUR SCS,S1170109,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Open Storage with Dunnage,Yes
KENDRAPARA,KANTIPUR SCS,S1170109,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Shed with Dunnage,Yes
KHORDHA,JHINTISASAN,S1190108,Floor,Type of floor available for unloading of Paddy?,Cement Floor,Cement Floor
KHORDHA,JHINTISASAN,S1190108,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
KHORDHA,JHINTISASAN,S1190108,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
KHORDHA,JHINTISASAN,S1190108,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
KHORDHA,JHINTISASAN,S1190108,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
KHORDHA,JHINTISASAN,S1190108,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
KHORDHA,JHINTISASAN,S1190108,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Open Storage with Dunnage,Yes
JAGATSINGHPUR,RADHANGA,S1120706,Floor,Type of floor available for unloading of Paddy?,Cement Floor,Cement Floor
JAGATSINGHPUR,RADHANGA,S1120706,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
JAGATSINGHPUR,RADHANGA,S1120706,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
JAGATSINGHPUR,RADHANGA,S1120706,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
JAGATSINGHPUR,RADHANGA,S1120706,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
JAGATSINGHPUR,RADHANGA,S1120706,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
JAGATSINGHPUR,RADHANGA,S1120706,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Shed without Dunnage,Yes
JAGATSINGHPUR,DUA,S1120121,Floor,Type of floor available for unloading of Paddy?,Kutcha Floor,Kutcha Floor
JAGATSINGHPUR,DUA,S1120121,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
JAGATSINGHPUR,DUA,S1120121,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
JAGATSINGHPUR,DUA,S1120121,Source of Power,What is the source of power available at the center?,Not Available,Not Available
JAGATSINGHPUR,DUA,S1120121,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
JAGATSINGHPUR,DUA,S1120121,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
JAGATSINGHPUR,DUA,S1120121,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,CAP,Yes
JAGATSINGHPUR,DUA,S1120121,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Shed with Dunnage,Yes
JAGATSINGHPUR,AMBASALA SCS,S1120113,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
KENDRAPARA,PALLEI SCS,S1170207,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
KENDRAPARA,DEMAL,S1170103,Floor,Type of floor available for unloading of Paddy?,Kutcha Floor,Kutcha Floor
KENDRAPARA,DEMAL,S1170103,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
KENDRAPARA,DEMAL,S1170103,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
KENDRAPARA,DEMAL,S1170103,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
KENDRAPARA,DEMAL,S1170103,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
KENDRAPARA,DEMAL,S1170103,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
KENDRAPARA,DEMAL,S1170103,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Open Storage with Dunnage,Yes
DHENKANAL,BHUSAL,S1090104,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
JAGATSINGHPUR,KALIO SCS,S1120108,Floor,Type of floor available for unloading of Paddy?,Kutcha Floor,Kutcha Floor
JAGATSINGHPUR,KALIO SCS,S1120108,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
JAGATSINGHPUR,KALIO SCS,S1120108,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
JAGATSINGHPUR,KALIO SCS,S1120108,Source of Power,What is the source of power available at the center?,Not Available,Not Available
JAGATSINGHPUR,KALIO SCS,S1120108,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
JAGATSINGHPUR,KALIO SCS,S1120108,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Open Storage with Dunnage,Yes
KENDRAPARA,GULARAHAT SCS,S1170204,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
JAGATSINGHPUR,SANGRAMPUR SCS,S1120112,Floor,Type of floor available for unloading of Paddy?,Cement Floor,Cement Floor
JAGATSINGHPUR,SANGRAMPUR SCS,S1120112,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
JAGATSINGHPUR,SANGRAMPUR SCS,S1120112,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
JAGATSINGHPUR,SANGRAMPUR SCS,S1120112,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Shed without Dunnage,Yes
KENDRAPARA,BHARIGADA,S1170814,Floor,Type of floor available for unloading of Paddy?,Kutcha Floor,Kutcha Floor
KENDRAPARA,BHARIGADA,S1170814,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
KENDRAPARA,BHARIGADA,S1170814,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
KENDRAPARA,BHARIGADA,S1170814,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
KENDRAPARA,BHARIGADA,S1170814,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
KENDRAPARA,BHARIGADA,S1170814,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
KENDRAPARA,BHARIGADA,S1170814,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Open Storage with Dunnage,Yes
JAGATSINGHPUR,GUALIPUR PACS,S1120702,Floor,Type of floor available for unloading of Paddy?,Cement Floor,Cement Floor
JAGATSINGHPUR,GUALIPUR PACS,S1120702,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
JAGATSINGHPUR,GUALIPUR PACS,S1120702,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
JAGATSINGHPUR,GUALIPUR PACS,S1120702,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
JAGATSINGHPUR,GUALIPUR PACS,S1120702,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Shed without Dunnage,Yes
BHADRAK,MATIPAKA,S1040117,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
JAGATSINGHPUR,NAUGAON,S1120603,Floor,Type of floor available for unloading of Paddy?,Cement Floor,Cement Floor
JAGATSINGHPUR,NAUGAON,S1120603,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
JAGATSINGHPUR,NAUGAON,S1120603,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
JAGATSINGHPUR,NAUGAON,S1120603,Source of Power,What is the source of power available at the center?,Not Available,Not Available
JAGATSINGHPUR,NAUGAON,S1120603,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
JAGATSINGHPUR,NAUGAON,S1120603,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
JAGATSINGHPUR,NAUGAON,S1120603,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Shed without Dunnage,Yes
JAGATSINGHPUR,TARPUR PACS,S1120705,Floor,Type of floor available for unloading of Paddy?,Cement Floor,Cement Floor
JAGATSINGHPUR,TARPUR PACS,S1120705,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
JAGATSINGHPUR,TARPUR PACS,S1120705,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
JAGATSINGHPUR,TARPUR PACS,S1120705,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
JAGATSINGHPUR,TARPUR PACS,S1120705,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
JAGATSINGHPUR,TARPUR PACS,S1120705,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
JAGATSINGHPUR,TARPUR PACS,S1120705,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Open Storage with Dunnage,Yes
KHORDHA,BHAIRIPUR SCS,S1190215,Floor,Type of floor available for unloading of Paddy?,Kutcha Floor,Kutcha Floor
KHORDHA,BHAIRIPUR SCS,S1190215,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
KHORDHA,BHAIRIPUR SCS,S1190215,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Open Storage without Dunnage,Yes
BHADRAK,BALIMEDA,S1040116,Floor,Type of floor available for unloading of Paddy?,Cement Floor,Cement Floor
BHADRAK,BALIMEDA,S1040116,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
BHADRAK,BALIMEDA,S1040116,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
BHADRAK,BALIMEDA,S1040116,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
BHADRAK,BALIMEDA,S1040116,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,CAP,Yes
JAGATSINGHPUR,SIKHAR SCS,S1120606,Floor,Type of floor available for unloading of Paddy?,Kutcha Floor,Kutcha Floor
JAGATSINGHPUR,SIKHAR SCS,S1120606,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
JAGATSINGHPUR,SIKHAR SCS,S1120606,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
JAGATSINGHPUR,SIKHAR SCS,S1120606,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
JAGATSINGHPUR,SIKHAR SCS,S1120606,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
JAGATSINGHPUR,SIKHAR SCS,S1120606,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
JAGATSINGHPUR,SIKHAR SCS,S1120606,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Shed without Dunnage,Yes
GANJAM,CHIKALAKHANDI SCS,S1110615,Floor,Type of floor available for unloading of Paddy?,Kutcha Floor,Kutcha Floor
GANJAM,CHIKALAKHANDI SCS,S1110615,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
GANJAM,CHIKALAKHANDI SCS,S1110615,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
GANJAM,CHIKALAKHANDI SCS,S1110615,Source of Power,What is the source of power available at the center?,Not Available,Not Available
GANJAM,CHIKALAKHANDI SCS,S1110615,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
GANJAM,CHIKALAKHANDI SCS,S1110615,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Shed with Dunnage,Yes
JAGATSINGHPUR,SIBA SAKTI WSHG,S2120701,Floor,Type of floor available for unloading of Paddy?,Cement Floor,Cement Floor
JAGATSINGHPUR,SIBA SAKTI WSHG,S2120701,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
JAGATSINGHPUR,SIBA SAKTI WSHG,S2120701,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
